,levels,time,decibels
430,0.0421465796493,2017-04-09 19:52:43,-27.5047532842
431,0.0370820712327,2017-04-09 19:52:44,-28.6167203234
432,0.0282142752525,2017-04-09 19:52:45,-30.9906220217
433,0.0413152116276,2017-04-09 19:52:46,-27.6778003666
434,0.0285299538915,2017-04-09 19:52:47,-30.8939786045
435,0.0448043314219,2017-04-09 19:52:48,-26.9735999782
436,0.0392040630412,2017-04-09 19:52:49,-28.1333784224
437,0.0389505685226,2017-04-09 19:52:50,-28.1897239796
438,0.0288014518784,2017-04-09 19:52:51,-30.8117123789
439,0.0388145996483,2017-04-09 19:52:52,-28.2200977798
440,0.0392441878576,2017-04-09 19:52:53,-28.1244930807
441,0.0465792025569,2017-04-09 19:52:54,-26.6361590185
442,0.0360002187313,2017-04-09 19:52:55,-28.8738972105
443,0.0450071901288,2017-04-09 19:52:56,-26.9343619984
444,0.0357558958317,2017-04-09 19:52:57,-28.9330467326
445,0.0321565688368,2017-04-09 19:52:58,-29.8546059489
446,0.0376528549335,2017-04-09 19:52:59,-28.4840417785
447,0.0402105112259,2017-04-09 19:53:00,-27.9132081071
448,0.0366574022839,2017-04-09 19:53:01,-28.7167662887
449,0.065039648559,2017-04-09 19:53:02,-23.7364362823
450,0.140811920715,2017-04-09 19:53:03,-17.0272115514
451,0.10348289189,2017-04-09 19:53:04,-19.7026288634
